店名,地址,網址,餐飲類型,來源清單,是否曾去過,距離住家(公里),人均消費預估(元),備註
元祖番茄拉麵 三味 博多車站東店,"日本〒812-0013 Fukuoka, Hakata Ward, Hakataekihigashi, 2 Chome−9−6 1F",https://www.google.com/maps/place/%E5%85%83%E7%A5%96%E7%95%AA%E8%8C%84%E6%8B%89%E9%BA%B5+%E4%B8%89%E5%91%B3+%E5%8D%9A%E5%A4%9A%E8%BB%8A%E7%AB%99%E6%9D%B1%E5%BA%97/data=!4m2!3m1!1s0x354191909d9a387d:0x65a3200fc323f276,其他,YTer,是,1337.6,未知,蛇丸
手工漢堡排 牛丸 大名店,"日本〒810-0041 Fukuoka, Chuo Ward, Daimyo, 2 Chome−1−31 赤坂門ＡＩビル 1F",https://www.google.com/maps/place/%E6%89%8B%E5%B7%A5%E6%BC%A2%E5%A0%A1%E6%8E%92+%E7%89%9B%E4%B8%B8+%E5%A4%A7%E5%90%8D%E5%BA%97/data=!4m2!3m1!1s0x354191865aed585f:0xb308de0555f12ac0,美式,YTer,是,1335.62,400,蛇丸
Gyukatsu Motomura,244台灣新北市林口區南勢里文化三路一段356號GF樓,https://www.google.com/maps/place/Gyukatsu+Motomura/data=!4m2!3m1!1s0x35419185c5b81855:0x192298f2b40408e8,其他,YTer,是,48.62,150,蛇丸
天麩羅処ひらお 大名店,"2 Chome-6-20 Daimyo, Chuo Ward, Fukuoka, 810-0041日本",https://www.google.com/maps/place/%E5%A4%A9%E9%BA%A9%E7%BE%85%E5%87%A6%E3%81%B2%E3%82%89%E3%81%8A+%E5%A4%A7%E5%90%8D%E5%BA%97/data=!4m2!3m1!1s0x3541918640345837:0xff3f78d25372271e,其他,YTer,是,1335.68,150,蛇丸
新宿燒肉 牛舌の檸檬,"日本〒160-0023 Tokyo, Shinjuku City, Nishishinjuku, 7 Chome−16−12 YSビル B1F",https://www.google.com/maps/place/%E6%96%B0%E5%AE%BF%E7%87%92%E8%82%89+%E7%89%9B%E8%88%8C%E3%81%AE%E6%AA%B8%E6%AA%AC/data=!4m2!3m1!1s0x60188d29c40e3255:0x148f6cd600a5a08,其他,YTer,是,2161.23,150,黑木太太
特 ‧ 好喝 toptiertea 特好喝 林口一號店,333台灣桃園市龜山區文化里復興北路50號,https://www.google.com/maps/place/%E7%89%B9+%E2%80%A7+%E5%A5%BD%E5%96%9D+toptiertea+%E7%89%B9%E5%A5%BD%E5%96%9D+%E6%9E%97%E5%8F%A3%E4%B8%80%E8%99%9F%E5%BA%97/data=!4m2!3m1!1s0x3442a79ab4596a37:0xebb2d69f5eac2a7d,其他,YTer,是,48.19,150,丁特
孫太太。私料。慢火鍋,330台灣桃園市桃園區中山路546號,https://www.google.com/maps/place/%E5%AD%AB%E5%A4%AA%E5%A4%AA%E3%80%82%E7%A7%81%E6%96%99%E3%80%82%E6%85%A2%E7%81%AB%E9%8D%8B/data=!4m2!3m1!1s0x3468370dc47607e9:0x5200971c5769bf34,中式,YTer,是,38.23,450,jack
月夜岩 蟹懷石,10461台灣臺北市中山區雙城街25巷9號1樓,https://www.google.com/maps/place/%E6%9C%88%E5%A4%9C%E5%B2%A9+%E8%9F%B9%E6%87%B7%E7%9F%B3/data=!4m2!3m1!1s0x3442a9aae4e8de3f:0xc3cd70bd8cf8769c,其他,YTer,是,62.17,150,蛇丸
蝦老爹美式海鮮,106台灣臺北市大安區華聲里光復南路180巷11號,https://www.google.com/maps/place/%E8%9D%A6%E8%80%81%E7%88%B9%E7%BE%8E%E5%BC%8F%E6%B5%B7%E9%AE%AE/data=!4m2!3m1!1s0x3442abc6e3b30fef:0x1314ab0bce79752a,美式,YTer,是,63.96,400,蛇丸
超人鱸魚,231台灣新北市新店區北新路一段349號,https://www.google.com/maps/place/%E8%B6%85%E4%BA%BA%E9%B1%B8%E9%AD%9A/data=!4m2!3m1!1s0x346801f6205f6f85:0x23b160dd8e2473a4,其他,YTer,是,59.78,150,蛇丸
義大利米蘭手工窯烤披薩 台北中山店,10491台灣臺北市中山區中央里四平街55號2樓,https://www.google.com/maps/place/%E7%BE%A9%E5%A4%A7%E5%88%A9%E7%B1%B3%E8%98%AD%E6%89%8B%E5%B7%A5%E7%AA%AF%E7%83%A4%E6%8A%AB%E8%96%A9+%E5%8F%B0%E5%8C%97%E4%B8%AD%E5%B1%B1%E5%BA%97/data=!4m2!3m1!1s0x3442a9608d96d6fd:0xd1786f188d71b6d3,義式,YTer,是,62.32,350,"Ken
披薩、炸雞"
味留 熟成魚專門,"2號, 新台五路一段143巷2弄復興里汐止區新北市台灣 221",https://www.google.com/maps/place/%E5%91%B3%E7%95%99+%E7%86%9F%E6%88%90%E9%AD%9A%E5%B0%88%E9%96%80/data=!4m2!3m1!1s0x345d536997d0a889:0x262dc6bf6333745e,其他,YTer,是,73.79,150,打魚翔哥
玉林佶饗宴雞腿大王,108台灣臺北市萬華區萬壽里中華路一段114巷9號,https://www.google.com/maps/place/%E7%8E%89%E6%9E%97%E4%BD%B6%E9%A5%97%E5%AE%B4%E9%9B%9E%E8%85%BF%E5%A4%A7%E7%8E%8B/data=!4m2!3m1!1s0x3442a9095bff7177:0xe415d63d8809c468,其他,YTer,是,59.55,150,九面
豪記東山鴨頭,112台灣臺北市北投區振華里裕民一路7號,https://www.google.com/maps/place/%E8%B1%AA%E8%A8%98%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/data=!4m2!3m1!1s0x3442ae8c86703d67:0x4ae2d92f2c28c9fa,其他,YTer,是,64.14,150,痛風老饕：雞皮/鴨皮
西安街涼麵臭豆腐,112台灣臺北市北投區榮光里西安街一段279號,https://www.google.com/maps/place/%E8%A5%BF%E5%AE%89%E8%A1%97%E6%B6%BC%E9%BA%B5%E8%87%AD%E8%B1%86%E8%85%90/data=!4m2!3m1!1s0x3442ae8d7e2cc53f:0x8b6c67745e571827,中式,YTer,是,63.88,120,痛風老饕：蛋捲臭豆腐
慧昭牛舌餅,112台灣臺北市北投區永明里石牌路二段185號,https://www.google.com/maps/place/%E6%85%A7%E6%98%AD%E7%89%9B%E8%88%8C%E9%A4%85/data=!4m2!3m1!1s0x3442ae8bb849de47:0xf7a7d3d23616a297,其他,YTer,是,64.39,150,痛風老饕
313鵝肉擔（晚上開始營業，中午不休息）,,https://www.google.com/maps/place/313%E9%B5%9D%E8%82%89%E6%93%94%EF%BC%88%E6%99%9A%E4%B8%8A%E9%96%8B%E5%A7%8B%E7%87%9F%E6%A5%AD%EF%BC%8C%E4%B8%AD%E5%8D%88%E4%B8%8D%E4%BC%91%E6%81%AF%EF%BC%89/data=!4m2!3m1!1s0x3442ae8ebb3f4a81:0xe34566d6e2d4e54e,中式,YTer,是,未知,120,痛風老饕
陳季炸雞 石牌店,112台灣臺北市北投區振華里裕民一路12號,https://www.google.com/maps/place/%E9%99%B3%E5%AD%A3%E7%82%B8%E9%9B%9E+%E7%9F%B3%E7%89%8C%E5%BA%97/data=!4m2!3m1!1s0x3442ae8c85ba5a93:0x51d2902a96f94c9,其他,YTer,是,64.12,150,痛風老饕
洋石岩燒牛排 忠孝店,106台灣臺北市大安區車層里忠孝東路四段223巷10弄4號,https://www.google.com/maps/place/%E6%B4%8B%E7%9F%B3%E5%B2%A9%E7%87%92%E7%89%9B%E6%8E%92+%E5%BF%A0%E5%AD%9D%E5%BA%97/data=!4m2!3m1!1s0x3442ab43ed58331d:0x4efe10a987ba2996,美式,YTer,是,63.61,400,國棟
文賢米糕肉燥飯,704台灣臺南市北區文成里文賢路478號,https://www.google.com/maps/place/%E6%96%87%E8%B3%A2%E7%B1%B3%E7%B3%95%E8%82%89%E7%87%A5%E9%A3%AF/data=!4m2!3m1!1s0x346e765cd55c1eef:0xd09387207cc38f08,中式,YTer,是,216.33,120,痛風老饕-
60+ Tea Shop城中店,700台灣臺南市中西區南美里中正路110號,https://www.google.com/maps/place/60%2B+Tea+Shop%E5%9F%8E%E4%B8%AD%E5%BA%97/data=!4m2!3m1!1s0x346e77eee3eaf95b:0x5240c2ef2e10aeb0,其他,YTer,是,217.47,150,痛風老饕-
安平路65號鍋燒意麵,"號 No, No. 65安平路天妃里安平區臺南市台灣 708",https://www.google.com/maps/place/%E5%AE%89%E5%B9%B3%E8%B7%AF65%E8%99%9F%E9%8D%8B%E7%87%92%E6%84%8F%E9%BA%B5/data=!4m2!3m1!1s0x346e761b470a599d:0x8c05a32a240e0d40,中式,YTer,是,218.06,120,痛風老饕-
安平薛家擔仔麵,708台灣臺南市安平區天妃里安北路84號,https://www.google.com/maps/place/%E5%AE%89%E5%B9%B3%E8%96%9B%E5%AE%B6%E6%93%94%E4%BB%94%E9%BA%B5/data=!4m2!3m1!1s0x346e761cb3e6bf37:0x1a0bc418666af6f0,中式,YTer,是,217.84,120,痛風老饕-
蔡三毛豬血攤 府城王宮口支攤,700台灣臺南市中西區府前里保安路46號,https://www.google.com/maps/place/%E8%94%A1%E4%B8%89%E6%AF%9B%E8%B1%AC%E8%A1%80%E6%94%A4+%E5%BA%9C%E5%9F%8E%E7%8E%8B%E5%AE%AE%E5%8F%A3%E6%94%AF%E6%94%A4/data=!4m2!3m1!1s0x346e767b1c4b4df5:0x459a0d2a6889c3c2,中式,YTer,是,217.83,120,痛風老饕-
黃胖妞豬心,700台灣臺南市中西區開山里大同路一段40號,https://www.google.com/maps/place/%E9%BB%83%E8%83%96%E5%A6%9E%E8%B1%AC%E5%BF%83/data=!4m2!3m1!1s0x346e774f1d09cbc1:0x54759898bd10bf89,其他,YTer,是,217.58,150,痛風老饕-
44Bit四四拍唱片行 無訂位服務/早午餐/DJ教學/活動企劃,700台灣臺南市中西區府前路一段85巷26號內部1樓,https://www.google.com/maps/place/44Bit%E5%9B%9B%E5%9B%9B%E6%8B%8D%E5%94%B1%E7%89%87%E8%A1%8C+%E7%84%A1%E8%A8%82%E4%BD%8D%E6%9C%8D%E5%8B%99%2F%E6%97%A9%E5%8D%88%E9%A4%90%2FDJ%E6%95%99%E5%AD%B8%2F%E6%B4%BB%E5%8B%95%E4%BC%81%E5%8A%83/data=!4m2!3m1!1s0x346e772b753bb631:0x51cd263ccc43496b,其他,YTer,是,217.59,150,痛風老饕-飲料
阿枝米粉湯,116台灣臺北市文山區景行里景美街113號,https://www.google.com/maps/place/%E9%98%BF%E6%9E%9D%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442aa00bd111c53:0x19ca2810f9165d,中式,YTer,是,60.44,120,痛風老饕
巷仔內米粉湯,116台灣臺北市文山區景行里景美街80號,https://www.google.com/maps/place/%E5%B7%B7%E4%BB%94%E5%85%A7%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442aa00a29523fd:0x5deb005525eb3722,中式,YTer,是,60.43,120,痛風老饕
周記手工家常麵,100台灣臺北市中正區光復里漢口街一段80巷12之5號,https://www.google.com/maps/place/%E5%91%A8%E8%A8%98%E6%89%8B%E5%B7%A5%E5%AE%B6%E5%B8%B8%E9%BA%B5/data=!4m2!3m1!1s0x3442a90c9a9a0b27:0x3c2d5764f39b64d8,中式,YTer,是,59.96,120,痛風老饕
果果香,100台灣臺北市中正區黎明里信陽街26-9號,https://www.google.com/maps/place/%E6%9E%9C%E6%9E%9C%E9%A6%99/data=!4m2!3m1!1s0x3442a9733f97838b:0x152398e3702dc196,其他,YTer,是,60.25,150,
北北車魯肉飯,100台灣臺北市中正區黎明里公園路20巷21號,https://www.google.com/maps/place/%E5%8C%97%E5%8C%97%E8%BB%8A%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x3442a9731b2c95bf:0x654fb183da334e33,中式,YTer,是,60.36,120,痛風老饕
黑點雞肉,103台灣臺北市大同區建功里華亭街2號,https://www.google.com/maps/place/%E9%BB%91%E9%BB%9E%E9%9B%9E%E8%82%89/data=!4m2!3m1!1s0x3442a9132699e471:0x3bd3af4cd015fd89,其他,YTer,是,60.43,150,痛風老饕
69年老店麵攤（米粉湯）,103台灣臺北市大同區建明里華陰街101巷5號,https://www.google.com/maps/place/69%E5%B9%B4%E8%80%81%E5%BA%97%E9%BA%B5%E6%94%A4%EF%BC%88%E7%B1%B3%E7%B2%89%E6%B9%AF%EF%BC%89/data=!4m2!3m1!1s0x3442a96daf92404f:0x626b0e69dd385bb,中式,YTer,是,63.37,120,痛風老饕
鴨肉和,807台灣高雄市三民區鳳南里建國三路395-1號,https://www.google.com/maps/place/%E9%B4%A8%E8%82%89%E5%92%8C/data=!4m2!3m1!1s0x346e0461296541b3:0x1e664bd8c86a857d,中式,YTer,是,252.11,120,
阿萬意麵,807台灣高雄市三民區鳳南里三民街184號,https://www.google.com/maps/place/%E9%98%BF%E8%90%AC%E6%84%8F%E9%BA%B5/data=!4m2!3m1!1s0x346e04613499d847:0xc56b9d44e78d3b7d,中式,YTer,是,252.2,120,天菜娘娘-鹽水意麵
漁港23 海鮮炸物,270台灣宜蘭縣蘇澳鎮南安里漁港路23號,https://www.google.com/maps/place/%E6%BC%81%E6%B8%AF23+%E6%B5%B7%E9%AE%AE%E7%82%B8%E7%89%A9/data=!4m2!3m1!1s0x3467e92c98116f73:0xd65aad8aedd121a2,中式,YTer,是,94.07,450,阿達ADA
南方澳眼鏡．生魚片活海鮮,270台灣宜蘭縣蘇澳鎮南寧里漁港路32-2號,https://www.google.com/maps/place/%E5%8D%97%E6%96%B9%E6%BE%B3%E7%9C%BC%E9%8F%A1%EF%BC%8E%E7%94%9F%E9%AD%9A%E7%89%87%E6%B4%BB%E6%B5%B7%E9%AE%AE/data=!4m2!3m1!1s0x3467e9ad7061d489:0x4131fd307a89abf4,日式,YTer,是,94.06,300,阿達ADA
曾氏福建炒麵-關新店｜十年老字號｜臺灣第一福建炒麵品牌｜新竹快炒｜光復路美食｜熱炒｜竹科美食｜新竹美食｜炒飯,300台灣新竹市東區仙水里光復路一段431號,https://www.google.com/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E9%97%9C%E6%96%B0%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E6%96%B0%E7%AB%B9%E5%BF%AB%E7%82%92%EF%BD%9C%E5%85%89%E5%BE%A9%E8%B7%AF%E7%BE%8E%E9%A3%9F%EF%BD%9C%E7%86%B1%E7%82%92%EF%BD%9C%E7%AB%B9%E7%A7%91%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%96%B0%E7%AB%B9%E7%BE%8E%E9%A3%9F%EF%BD%9C%E7%82%92%E9%A3%AF/data=!4m2!3m1!1s0x34683743ca8e7bdb:0x6d6a7c1cbe2409eb,中式,YTer,是,5.57,450,蛇丸
曾氏福建炒麵-中正東店｜十年老字號｜臺灣第一福建炒麵品牌｜竹北中正東路美食｜快炒｜熱炒｜小吃｜炒飯,302台灣新竹縣竹北市竹仁里中正東路60號,https://www.google.com/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E4%B8%AD%E6%AD%A3%E6%9D%B1%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E7%AB%B9%E5%8C%97%E4%B8%AD%E6%AD%A3%E6%9D%B1%E8%B7%AF%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%BF%AB%E7%82%92%EF%BD%9C%E7%86%B1%E7%82%92%EF%BD%9C%E5%B0%8F%E5%90%83%EF%BD%9C%E7%82%92%E9%A3%AF/data=!4m2!3m1!1s0x346837c95056d2fb:0x67f7efe359ce2b09,中式,YTer,是,4.99,450,蛇丸
曾氏福建炒麵-鳳山店｜十年老字號｜臺灣第一福建炒麵品牌｜中山路美食｜鳳山美食｜小吃｜麵店,830台灣高雄市鳳山區興仁里五甲一路16號,https://www.google.com/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E9%B3%B3%E5%B1%B1%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E4%B8%AD%E5%B1%B1%E8%B7%AF%E7%BE%8E%E9%A3%9F%EF%BD%9C%E9%B3%B3%E5%B1%B1%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%B0%8F%E5%90%83%EF%BD%9C%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x346e1bc49645ed41:0x6193d63759b2caa7,中式,YTer,是,251.88,120,蛇丸
鳳山中山路港都牛肉麵,830台灣高雄市鳳山區和興里中山路90號,https://www.google.com/maps/place/%E9%B3%B3%E5%B1%B1%E4%B8%AD%E5%B1%B1%E8%B7%AF%E6%B8%AF%E9%83%BD%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x346e1b46e431c211:0x16e6e20f21668d13,中式,YTer,是,251.83,120,"蛇丸
半筋半肉"
老張愛玉冰,830台灣高雄市鳳山區鎮西里信義街11號,https://www.google.com/maps/place/%E8%80%81%E5%BC%B5%E6%84%9B%E7%8E%89%E5%86%B0/data=!4m2!3m1!1s0x346e1b3816523d8d:0xf30f1533703a67b6,其他,YTer,是,251.38,150,蛇丸
橫油條創意美食-鳳山美食推薦|素食小吃|銅板小吃|創意料理|鮮奶麻糬|特色小吃|小吃推薦|首創料理,830台灣高雄市鳳山區中正路87號,https://www.google.com/maps/place/%E6%A9%AB%E6%B2%B9%E6%A2%9D%E5%89%B5%E6%84%8F%E7%BE%8E%E9%A3%9F-%E9%B3%B3%E5%B1%B1%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%7C%E7%B4%A0%E9%A3%9F%E5%B0%8F%E5%90%83%7C%E9%8A%85%E6%9D%BF%E5%B0%8F%E5%90%83%7C%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86%7C%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC%7C%E7%89%B9%E8%89%B2%E5%B0%8F%E5%90%83%7C%E5%B0%8F%E5%90%83%E6%8E%A8%E8%96%A6%7C%E9%A6%96%E5%89%B5%E6%96%99%E7%90%86/data=!4m2!3m1!1s0x346e1b7c8dbe1601:0x618990a1b5ad1999,中式,YTer,是,251.4,120,蛇丸
倆伯羊肉,830台灣高雄市鳳山區新興里光遠路304號,https://www.google.com/maps/place/%E5%80%86%E4%BC%AF%E7%BE%8A%E8%82%89/data=!4m2!3m1!1s0x346e1b3f4d149013:0x320a9fa3c0a0d16a,中式,YTer,是,251.41,120,"蛇丸
三杯排骨/羊肉湯/沙茶羊肉/涼拌牛雜"
廣招英溫州餛飩 鳳山店,830台灣高雄市鳳山區新興里維新路155號,https://www.google.com/maps/place/%E5%BB%A3%E6%8B%9B%E8%8B%B1%E6%BA%AB%E5%B7%9E%E9%A4%9B%E9%A3%A9+%E9%B3%B3%E5%B1%B1%E5%BA%97/data=!4m2!3m1!1s0x346e1b3f5a71d879:0xbf22a2db2af10c1,中式,YTer,是,251.43,120,"蛇丸
餛飩湯/木瓜牛奶/肉圓"
樂法Le Phare - 大東店,830台灣高雄市鳳山區三民里光遠路165號,https://www.google.com/maps/place/%E6%A8%82%E6%B3%95Le+Phare+-+%E5%A4%A7%E6%9D%B1%E5%BA%97/data=!4m2!3m1!1s0x346e1b00612a62bf:0x983c325bdcd3390b,其他,YTer,是,251.43,150,"蛇丸
蘋果柳橙(老饕三倍蘋果)"
大東文化藝術中心,83057台灣高雄市鳳山區三民里光遠路161號,https://www.google.com/maps/place/%E5%A4%A7%E6%9D%B1%E6%96%87%E5%8C%96%E8%97%9D%E8%A1%93%E4%B8%AD%E5%BF%83/data=!4m2!3m1!1s0x346e1b3f790e2ff3:0xb81edd0b0258dc0a,其他,YTer,是,251.48,未知,蛇丸
許 天橋下當歸鴨,241台灣新北市三重區正義里自強路一段162號,https://www.google.com/maps/place/%E8%A8%B1+%E5%A4%A9%E6%A9%8B%E4%B8%8B%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m2!3m1!1s0x3442a921a0035587:0x5d31ed59ead258b0,中式,YTer,是,59.51,120,蛇丸
正義台灣牛肉,241台灣新北市三重區龍門里龍門路144號,https://www.google.com/maps/place/%E6%AD%A3%E7%BE%A9%E5%8F%B0%E7%81%A3%E7%89%9B%E8%82%89/data=!4m2!3m1!1s0x3442a925f2c915df:0x3b131a8ed2233ea5,中式,YTer,是,60.13,120,"蛇丸
番茄炒牛肉/牛雜湯"
高家肉粥,241台灣新北市三重區正義里自強路一段168號,https://www.google.com/maps/place/%E9%AB%98%E5%AE%B6%E8%82%89%E7%B2%A5/data=!4m2!3m1!1s0x3442a9e0311989cb:0x2a2353eb301f8361,中式,YTer,是,59.5,120,蛇丸
忠義廟口清粥小菜,247台灣新北市蘆洲區忠義里長安街102巷,https://www.google.com/maps/place/%E5%BF%A0%E7%BE%A9%E5%BB%9F%E5%8F%A3%E6%B8%85%E7%B2%A5%E5%B0%8F%E8%8F%9C/data=!4m2!3m1!1s0x3442a970a8b4aa93:0x5e590f7ab063cfe6,其他,YTer,是,57.39,未知,"蛇丸
討論區推薦"
三重 正土味傳統手工豆花（勿電話訂餐，請加line@554htoih 線上點餐,241台灣新北市三重區福民里環河南路221巷25號,https://www.google.com/maps/place/%E4%B8%89%E9%87%8D+%E6%AD%A3%E5%9C%9F%E5%91%B3%E5%82%B3%E7%B5%B1%E6%89%8B%E5%B7%A5%E8%B1%86%E8%8A%B1%EF%BC%88%E5%8B%BF%E9%9B%BB%E8%A9%B1%E8%A8%82%E9%A4%90%EF%BC%8C%E8%AB%8B%E5%8A%A0line@554htoih+%E7%B7%9A%E4%B8%8A%E9%BB%9E%E9%A4%90/data=!4m2!3m1!1s0x3442a9029fe911fb:0x125184e8f1d3b9ff,其他,YTer,是,58.47,150,蛇丸
蘆洲忠義廟,247台灣新北市蘆洲區長安街106號,https://www.google.com/maps/place/%E8%98%86%E6%B4%B2%E5%BF%A0%E7%BE%A9%E5%BB%9F/data=!4m2!3m1!1s0x3442a8ba6918ff8d:0x7134f0baf8467aae,其他,YTer,是,57.31,未知,"蛇丸
晚上熱炒店"
台東老林記滷味麵食館,403台灣臺中市西區忠誠里精誠路3-2號,https://www.google.com/maps/place/%E5%8F%B0%E6%9D%B1%E8%80%81%E6%9E%97%E8%A8%98%E6%BB%B7%E5%91%B3%E9%BA%B5%E9%A3%9F%E9%A4%A8/data=!4m2!3m1!1s0x34693d9ad94cc0c9:0x884350086af1220b,中式,YTer,是,80.01,120,蛇丸
美村路魚市米糕,403台灣臺中市西區忠明里美村路一段52巷6號,https://www.google.com/maps/place/%E7%BE%8E%E6%9D%91%E8%B7%AF%E9%AD%9A%E5%B8%82%E7%B1%B3%E7%B3%95/data=!4m2!3m1!1s0x34693d9c68ba0a8d:0x26f326c77439caa1,中式,YTer,是,80.3,120,"米糕/小腸豬血湯
蛇丸"
激旨燒鳥 美村加盟店,403台灣臺中市西區忠明里美村路一段86號,https://www.google.com/maps/place/%E6%BF%80%E6%97%A8%E7%87%92%E9%B3%A5+%E7%BE%8E%E6%9D%91%E5%8A%A0%E7%9B%9F%E5%BA%97/data=!4m2!3m1!1s0x34693d9c165a0739:0x3cef33239b1f894e,其他,YTer,是,80.3,150,蛇丸
法大炸雞 Fukdup Fried Chicken - 精誠總店,40360台灣臺中市西區忠誠里精誠路11-3號,https://www.google.com/maps/place/%E6%B3%95%E5%A4%A7%E7%82%B8%E9%9B%9E+Fukdup+Fried+Chicken+-+%E7%B2%BE%E8%AA%A0%E7%B8%BD%E5%BA%97/data=!4m2!3m1!1s0x34693d55db05d155:0x9b9b31a2c9a308f3,其他,YTer,是,80.11,150,蛇丸
幻覺博物館-台中,403台灣臺中市西區忠誠里精誠路66號,https://www.google.com/maps/place/%E5%B9%BB%E8%A6%BA%E5%8D%9A%E7%89%A9%E9%A4%A8-%E5%8F%B0%E4%B8%AD/data=!4m2!3m1!1s0x34693d5fda791845:0xfd6609c779e1a346,其他,YTer,是,80.1,未知,蛇丸
一穗禾心製麵,403台灣臺中市西區忠誠里精誠三街1號,https://www.google.com/maps/place/%E4%B8%80%E7%A9%97%E7%A6%BE%E5%BF%83%E8%A3%BD%E9%BA%B5/data=!4m2!3m1!1s0x34693dc699c031af:0xfaf30723805ca934,中式,YTer,是,79.97,120,"滷排伴麵/炸餛飩/紫薯薄撐/鮮肉生煎包
蛇丸"
GG吉季韓國美食餐飲房,105台灣臺北市松山區民有里民生東路三段113巷6弄13號,https://www.google.com/maps/place/GG%E5%90%89%E5%AD%A3%E9%9F%93%E5%9C%8B%E7%BE%8E%E9%A3%9F%E9%A4%90%E9%A3%B2%E6%88%BF/data=!4m2!3m1!1s0x3442abe44a9e3321:0x71940b5a60df59da,韓式,YTer,是,63.65,350,"三家GG姊妹店/石鍋拌飯
徐海莉"
季吉GG韓國餐館,105台灣臺北市松山區精忠里民生東路四段56巷3弄16號,https://www.google.com/maps/place/%E5%AD%A3%E5%90%89GG%E9%9F%93%E5%9C%8B%E9%A4%90%E9%A4%A8/data=!4m2!3m1!1s0x3442abeeea8a6a51:0xf33add11c1c9eb45,韓式,YTer,是,64.23,350,"三家GG姊妹店/石鍋拌飯
徐海莉"
GG 季吉韓國美食餐飲房,105台灣臺北市松山區中華里敦化北路145巷9號,https://www.google.com/maps/place/GG+%E5%AD%A3%E5%90%89%E9%9F%93%E5%9C%8B%E7%BE%8E%E9%A3%9F%E9%A4%90%E9%A3%B2%E6%88%BF/data=!4m2!3m1!1s0x3442abe8f6ab1537:0x59624775029f1279,韓式,YTer,是,63.81,350,"三家GG姊妹店/石鍋拌飯
徐海莉"
韓華園-韓式中華料理 竹北店,302台灣新竹縣竹北市北崙里縣政十街96號1樓,https://www.google.com/maps/place/%E9%9F%93%E8%8F%AF%E5%9C%92-%E9%9F%93%E5%BC%8F%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86+%E7%AB%B9%E5%8C%97%E5%BA%97/data=!4m2!3m1!1s0x346837a165b92625:0xf6b479876906741b,韓式,YTer,是,3.91,350,"炒碼麵/半半麵/糖醋肉
徐海莉"
BANCO 窯烤 Pizza 八德門市,105台灣臺北市松山區吉仁里八德路三段108號,https://www.google.com/maps/place/BANCO+%E7%AA%AF%E7%83%A4+Pizza+%E5%85%AB%E5%BE%B7%E9%96%80%E5%B8%82/data=!4m2!3m1!1s0x3442abc22f42bd9f:0xe5a345ae0d04f99,義式,YTer,是,63.93,350,"義大利麵、燉飯
徐海莉"
內灣圓樓人文客家餐廳,312003台灣新竹縣橫山鄉內灣村大同路99號,https://www.google.com/maps/place/%E5%85%A7%E7%81%A3%E5%9C%93%E6%A8%93%E4%BA%BA%E6%96%87%E5%AE%A2%E5%AE%B6%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x3468418ed6c005ab:0x9a9ec9229786979b,其他,YTer,是,24.15,150,賴爸
